cookie_id,session_id,last_action,user_name,conversion_id
43dbe6dd-a774-4f0d-9756-f7970907f71c,b3d7c84e-a754-4735-aefb-f4dc0824f5e1,2015-07-12 15:59:42,frazierstephen,"x222,x6821"
2f0c0b85-5cbc-4a87-91cf-cf76a0efdd23,0b813d3a-de5b-42bf-a08b-fd62b96ac38b,2018-03-11 02:12:18,brookewilliams,"x8844,x506"
8efbcac1-e432-4146-8030-ad547012d6cc,48a3ddaf-2096-41e7-ab40-d53ffea3e84f,2020-12-28 17:36:49,,
dc61c35d-0969-47b0-827e-49733a5572cc,75c6c149-727d-4881-9ddc-47d1e557fb69,2012-06-10 10:59:36,,"x8735,x8618"
7f0f131e-9ca7-4fd1-9f24-4b7bda67a2a6,1aa93b6b-24ff-459e-a670-8f7607bed6b5,2015-11-23 08:14:01,,
92d9bb41-cc6f-4a44-a5f0-218748721540,3efff895-ad32-4fdc-a14d-88a7f601bca6,2014-10-22 20:15:33,diane60,"x4796,x4795"
27462788-dddc-4472-b9af-facd896227a7,468ebeed-72e2-4314-a2d3-4b3b62ccc7f3,2018-09-21 22:00:07,zblankenship,
b3bfa515-4d5f-4281-a02a-69ff98f61a9e,6c1a6ec8-2989-4df1-be97-d4a44a54fba5,2022-04-10 05:48:06,ramosmichael,
02dd64f7-1aa5-493a-96d0-bc5c80c92771,6fa45eac-49ab-4fda-989e-c574f53b94d5,2015-09-28 05:32:27,,
f1ed52a0-1f6c-44ca-98e4-fe2a10a60233,016bc114-caca-4371-aa34-c8ed71c633a6,2015-06-30 10:27:10,,
e64d497e-4c43-4617-b662-f2fa5a92ae93,93051b76-702f-499f-a86d-cffbc40d2b64,2021-10-09 20:34:43,,
dfad89fc-a716-4fbc-aeaf-635def9108a5,95b4878e-17d8-42b1-b41e-2b05c34e4f19,2012-07-12 09:15:02,,"x4412,x3051"
7460939b-4b7e-4a2d-b185-55d973f1d186,0a62bfd6-53b2-424d-8e64-538dc295137a,2019-02-17 19:29:21,,
40d009fb-16e1-4ed1-82dc-f67f3d97cf7b,352f7b5a-f717-4075-88d6-5bb1a34f37f4,2019-11-23 06:22:38,,
4c59a3b0-a422-486b-b8a7-3621d8119b30,548efaa6-3454-47a9-bedc-237acb30494f,2013-09-25 18:46:57,dsutton,"x5100,x5819"
b19e7e4f-609d-4202-8984-6b6b07fa8c6c,f74096c6-24a6-4547-a9cb-895620b95138,2021-11-25 13:42:49,rebecca43,
783e53ab-1a5f-4b76-80f7-ffefa1f2e740,d43bc0f0-c008-4ec6-94ec-d22b70b14e8d,2018-04-29 16:50:28,,"x41,x4661"
6ff2db89-a394-4c70-8520-2e68e4c6b3aa,f161be27-f9dd-4878-923c-c854766f0883,2017-05-21 00:35:02,melissacurry,
7bb7a25e-3d0a-4b38-8676-ad7a96e0113f,557f6a8d-7831-45b9-a448-d759b2184567,2016-03-06 15:27:11,harrisondavid,"x8531,x485"
0d9ba108-b92f-423e-a7e4-fffc2f0fe38c,bc7983d4-0b91-4d1f-912d-46b373623e07,2016-09-05 08:47:56,,
d4688861-915a-45f2-ba2c-136f08c47972,e8283613-f943-404e-a3b7-4d901a2efa11,2014-06-22 22:38:59,candace63,"x8661,x2351"
1aa35925-96ed-4078-a581-5718cb03315a,0e8c8077-3eea-4397-9c77-107705e56032,2016-01-13 05:18:35,,
3501ac13-0cf4-4574-9b5d-aa864693e9d5,33fcadf3-6b37-4f23-8317-9402a764c048,2012-07-30 19:33:02,robert22,
5414ea9b-d5bc-4642-b9d1-a27461093aad,7f251d2c-b5f0-4279-bcea-e06eaf7bf3c7,2020-02-23 05:00:07,,
4e3a996c-85b7-4f61-8912-5ace213d2298,eb7ab9ae-a660-4dac-bfa7-c08e27b08b1c,2012-09-12 11:00:29,,
a47840fc-49db-4a42-91a1-612ef35eddf2,3f9da6b7-8d84-4eaa-8650-be84d30e15fb,2021-07-14 22:47:02,upatel,"x7288,x3945"
3bf842db-ec04-4b2b-8c84-4669fb1fb26a,ad7d528c-fe46-4709-a6f5-ff97ed9a0a07,2013-12-19 00:02:30,,
abc9ea57-b11b-420f-8b26-20fa4840707f,9ae51c4a-af5e-4601-a30b-82982347aa94,2014-03-26 21:28:17,oreyes,
6b4855b9-ba4f-446e-a7e4-f7ef90dbf758,820d663b-8fba-468f-8a79-daa15bb5ad65,2017-01-12 06:25:23,daniel66,
55bb9cfc-cbdf-4be4-ba43-fe1fe043b92a,8f51b06d-45a1-4721-a05d-984ebbab235f,2014-07-31 07:00:26,,
7871a98e-9025-4b9c-a807-8778eabe1319,7b8e3c85-e095-4a65-9374-ec7ea12666aa,2016-11-13 08:43:27,paynedaniel,
8d14db26-42d2-4ac2-8108-f6f7247045d7,f9a794b7-106c-43b0-8c34-f57d9510f04b,2016-11-22 14:09:25,,
fd747c43-1a6c-4412-a4a2-e4cbc881aac6,da7b9101-4d17-4186-b556-3716a6438fa1,2021-09-17 00:36:18,,"x964,x6893"
8b5b4108-bbd8-4e06-ba54-1a558c32e243,ac5f1074-1b16-4566-8111-9c0962d3df85,2013-07-02 01:54:11,lori26,"x7793,x1675"
8e674c94-c411-4b1c-bca2-e680bfe58677,3541c0b4-c3d8-473a-81cb-1ac5f3ab95d3,2017-10-10 10:36:57,rhouston,"x472,x6971"
8d4c2714-1dba-4901-97b2-aa6270ed1beb,90fbc6de-58a6-4d1b-9412-c4019ff34053,2014-07-18 09:03:44,richardjacobs,
ad491d10-08cd-46db-a0ac-d694fced5c71,fcd8b3d2-3b56-45a9-968f-21cc1a3c3d4a,2018-12-30 22:24:57,kevin73,"x5747,x1136"
c6992fb0-d092-4ce6-9e8d-05342d4393e9,9d048d0d-40fd-406e-bbc4-2afef50d2823,2015-02-06 14:10:09,,"x6889,x1612"
a23f5642-a698-45ee-805f-f31b1854a9f1,617c80ad-6dc0-405b-a416-adb35662b400,2016-01-12 21:29:55,johnzamora,"x8916,x5220"
7c269ecb-d205-4259-8d2b-1b04f047b7f0,217c9645-e786-46d4-99f0-053ad07ca662,2021-02-07 15:02:11,,"x5255,x1315"
a176cf72-65dc-4404-866d-afcbfca10c17,999f353e-889f-4b8f-b80e-c3a0f4d9fc0b,2014-11-08 10:41:22,,"x415,x171"
aea246b4-a023-43a9-9941-c789af02cb46,0d130f5d-d2b9-4a1e-90e2-674141a00859,2015-11-28 06:12:27,xortiz,
864d96ba-0f11-4db0-9a59-278834494118,0251d9ea-e2e4-4606-a2f4-eb49a761078a,2016-02-09 13:23:03,,"x8597,x5250"
af70bafe-5a35-4e19-ab11-b33c713b06ed,cd3fe98d-b97b-4801-829b-c81874427562,2019-05-19 06:50:15,edwinrowe,
e2914f2f-791f-4d93-81d1-97bd1c115658,0a7d54af-be20-473e-a7cc-8fae59102a91,2021-02-18 05:10:42,aperkins,"x5606,x9513"
1e7c4655-55a0-4947-9531-82a8f647b347,270d4475-c930-4154-8dca-6514a0c20011,2013-05-17 01:13:15,adamhoover,"x3652,x7143"
86bbd071-ab63-4342-b5c7-5cb115c72cab,f6f217d1-fb4d-4f88-8e08-ddfbfa5bbd35,2022-05-09 12:53:40,,
65faa516-a0c5-4bf6-a366-425ddbe1c8f9,d6ad2b58-cc22-445c-af41-c90db7897f24,2017-09-24 04:05:50,,
1738705f-357e-4100-b2ae-e81863e240d0,c0643dee-ace9-457f-baf2-dff6c129b2f9,2021-10-28 03:35:29,hlogan,
ccf46e49-3f25-4e4d-8457-8f015ced5c93,bc0350d8-8160-4db5-9dbe-90bf4c09749d,2021-03-14 06:11:39,veronicawoods,
a74e3730-6c0c-48a3-b49a-0c0c6903733c,93b6de05-c2d8-45cc-bf6d-dcddd5a6413f,2020-03-29 09:48:14,creyes,"x2078,x17"
79ae71a3-869a-45a9-ace6-d265595fd4b0,0a9eae10-b77a-4aa9-932f-98a517557c28,2012-12-30 14:04:10,kylielewis,
bd1d1ff3-39c9-4241-9995-454d46408662,5e4a422a-f2f3-40e5-ae21-ffd020b1e1af,2015-08-23 14:44:29,arodriguez,
8305530c-6a73-4e43-927f-31f2191f0fd1,caff7f65-115b-4279-a0f3-6e3f0e825908,2015-01-23 05:20:19,vgrant,"x6918,x3523"
9464501c-3797-4920-a3c3-5c3f3e921fa5,3b5e420e-2816-48f2-8f84-cae74dfadaea,2021-05-20 04:40:03,hernandezphillip,"x2329,x8130"
c0770ece-afa5-4603-a8b4-8c2a32807136,388055fa-96ce-4ba4-88a6-7983936f8844,2012-07-10 17:11:03,calvarez,"x4386,x5960"
ad6ca6c9-1ba1-4661-b450-991100e91395,1d749fb0-4bc6-48a9-86e7-557f2ac83c68,2012-10-12 14:02:27,,"x3357,x2368"
1bf44d18-aca0-460a-876f-42ea18af3cae,b0c1de8c-1e64-4078-8c27-a970d74ef037,2018-12-17 17:49:56,,"x9106,x7147"
e55f59c1-15c5-4a4a-a0a5-260d52f5e9e5,55c1a749-a7fa-4709-9503-73054c544cf8,2012-07-11 12:25:58,,
9f523d0b-ee52-48b5-8b6b-b42559392020,fb484918-ad05-47ea-907d-234777e604fc,2014-11-05 12:10:10,,
7fbf7cb5-4e82-4002-b344-a579675ec599,20086b35-0c2f-469c-bca5-73f259bec8f1,2013-04-14 02:15:59,,
3cb28bde-6387-46da-820a-07e969461448,1768e6f9-8e39-4945-8aeb-a2c283283c15,2017-10-15 07:10:25,catherinesmith,"x2045,x8016"
c757291a-0b6b-43fc-9ee6-c91249fc9a28,7b6904c6-c21c-4c06-838a-7ccbbfe339b0,2013-06-17 06:18:04,,"x8127,x966"
5c550173-ca24-4dcb-8653-e4e2db7fc5c7,e284ea0a-2e87-4f72-b31a-e15fe53fec34,2016-06-10 06:54:31,,"x9758,x5440"
45f84d7a-2fbf-43e3-a2f7-67f852bc0eb4,8a5b2ec8-7d53-4c6b-8d7b-d095c24fb717,2022-04-10 13:27:11,,
edd5b4b2-75da-49d5-af69-788ec4d08ecf,0f3d0ce7-b922-4237-b272-776d03d471ee,2013-03-06 15:16:11,arielward,"x7712,x8149"
f69fe1a5-0e46-40d9-860a-72a2b5811599,fd8d12bf-fadf-424f-a6f7-613b62a2b8db,2013-12-21 11:21:54,jessica35,"x5363,x6668"
9656f95a-f280-478a-9ca6-9cd4c9093607,5ebe534c-7f35-4ba7-8834-23fd110e709f,2015-01-14 03:36:39,,
1a506071-980d-4ab5-a540-bbe58792b47d,aa26f0ac-85c3-45ab-b70b-ba66d58a4c48,2021-12-10 02:44:02,,"x3445,x8039"
9445f0fb-e5db-44f9-a2f3-efc3ff138faa,903d0f88-a432-4789-b8b3-d587bf766797,2014-08-06 08:23:12,wwright,
5093ab27-9814-4748-9a59-fbae94ec0de9,7db54989-8568-401e-bba9-c5cbe994f2fe,2016-01-12 19:27:12,taragutierrez,
f6a41b2e-f267-4727-b42d-44a1e9f3d246,7278d2c9-19c0-434b-9a61-50ba92459539,2018-08-16 04:19:47,kzuniga,
46401ac0-9075-475c-8f2f-19882707b188,27495b32-4476-4a89-b47e-911dbdd23a7c,2016-11-08 15:15:55,robertibarra,
f532a866-6f6a-48f0-bb27-b3623dc7cf2d,5a0d6082-8015-47db-8fdd-71406e69c9fa,2019-03-10 05:22:03,jacobsgary,
7ee791cd-a924-4be7-ac48-158af3293402,932e7a77-dc61-49fc-91cd-07f8d0425f48,2020-05-25 06:50:40,,
48d35fba-80ad-48ee-87aa-68370dbfa6f8,b74bea8a-e9a3-4193-9258-603d92b1e668,2020-05-05 11:13:54,,"x4129,x1439"
3ecbc1cf-1e09-4260-a18b-74ec1bb97692,8a29d8a6-56f0-4fab-8a44-1dfd9626cd26,2014-02-10 19:30:34,,"x6946,x8531"
3037712e-53b5-4928-8ced-dde3076e38d6,29f5921f-43fb-492a-90c7-edb6d452c562,2012-09-04 12:39:37,,
213650ea-e58c-4d20-869f-867201fece4e,fca4b1ea-13f3-4c9d-8883-e240bc5059df,2013-12-11 14:05:41,april60,
5ade87a7-4a27-45e3-b844-dc6804cbf5a5,7de234c4-e0aa-44bf-a580-4aca8573c134,2014-08-26 17:03:41,brianthompson,"x382,x9068"
4e980ac6-ff5a-4670-bd41-6cedbee6a970,176f9cd8-a306-4c54-83b9-5a792ecd2a6d,2017-09-30 08:25:46,davidgarcia,
81dc7480-38e8-46e8-8870-eefc8ca85775,c50a8e18-78c6-46e9-991e-973a867ddd4b,2019-08-25 13:21:11,,
8c29cce6-283a-4560-b821-48c3df4d5ecc,97e22f2c-5cdc-46b5-8287-4346b16eee6d,2017-05-10 10:42:58,wnicholson,"x2827,x4571"
9ba0748c-1037-4b38-a7bc-cb468f92ffea,a55f6185-7424-4c2c-b086-d5664e6f491e,2012-09-25 17:22:19,,"x8772,x2034"
30304656-097e-4df4-bb53-4521da812360,af4a88d8-2601-4b17-9c01-1435770f7678,2014-04-06 03:31:39,amandagrimes,
5ccb3342-acdf-4344-aa3a-bc77f03896e6,06814c86-279f-48db-9e98-6fb7cc5437cf,2021-08-07 23:09:33,,
7caf8342-62cb-42ee-b936-91a41b6b4b70,ae478d95-c845-4bd9-ac0d-c434332fb6da,2014-03-30 02:34:43,ashley18,
6e183348-4597-4a7f-b60b-f2043c6a08f0,fb81cc62-aaa3-45b5-abfd-ab3669269f4d,2018-02-20 23:43:28,,
0f10cb92-f858-490f-990c-493bbe58c2df,d071981f-6022-43a2-a010-4c792a16041e,2017-07-10 07:57:10,,
3e48b638-c8b6-4e7a-8047-9bdb36ae25d1,c2d2eb0d-28b7-493a-83ca-d16bb8f69916,2022-01-16 22:08:21,anewman,"x357,x9851"
d06e959b-2820-4977-b582-6bb6271db137,4e4d7a4f-a16a-4d48-a41e-4441f08062fa,2018-08-06 17:23:37,,"x5483,x8800"
750b6f45-e120-4786-aef9-f0d294e5c2d7,d6dded38-2413-4335-a4ac-8400991a27a3,2017-12-29 10:54:15,,
5de479e3-32db-499c-b6dc-55390ff0723c,c53589a7-b306-458d-88f0-d631aefb6267,2020-04-13 06:43:15,,
deeb2124-e153-4fe3-9286-539e9791abc1,9b8b5f6a-1aa2-47b1-9559-e31789ad5b45,2017-10-25 20:32:49,sheilatate,
e5275066-4d4c-4b5f-be66-ed55b642b252,fccdb325-0f2d-470f-beb5-3e28dca6651a,2015-05-24 10:44:57,robert40,
4173a8eb-7a3f-467a-894a-7bae9ec61ae5,c83bd177-1bfa-46ab-8a52-ce11e236245a,2015-11-09 14:30:58,erneststanton,
62e0d480-a304-42a0-a899-e6fc95c1b040,e1b36f63-71a6-44a4-9bf8-c5816581d88a,2016-03-13 14:18:49,,
91b87406-4807-47f9-a55d-fccd705779b2,5e86a991-aadf-443f-b746-8e0ab7469193,2019-04-12 10:08:01,antoniomcgee,"x9243,x8400"
1556c16c-60b0-4166-a563-ef76852fd257,63fba8ea-ec01-4e2a-aab2-c00798fdc31b,2020-03-21 05:30:14,whitneychase,
436a5812-945e-41f8-9a05-72830b05f0a1,1ce2925d-99b5-4811-99a4-6add5fbb2386,2016-07-31 23:29:01,mitchellrhonda,"x9989,x157"
212fb6b7-e074-4ce7-9143-d72cd75b1a24,964b16cf-e7e1-4c82-9932-a3e2ef9e0f27,2016-10-20 14:01:59,langmitchell,"x2195,x8231"
c9cdcc07-6ba0-4ffb-a86f-79231bcec65d,d450e406-1d21-4609-9499-2c0975ed0037,2019-07-21 02:17:26,lindsey49,"x349,x8811"
0d000241-7dd0-4946-8894-7cf688563373,5d39edce-0035-49ab-a57f-c275e098e658,2017-11-25 00:52:45,,
b26d6c41-4b04-4eac-9d0a-81e388e2053f,74ba6bce-80b2-459a-ab34-d7c88d1c4de9,2018-03-24 03:17:00,hannahbarrett,
463db8ea-ebb2-4d33-93ce-bb9deddfdc84,755c7f3b-ca1a-4e8d-af48-56369c514b9b,2017-06-09 14:50:32,,
f76ffa19-a3b3-4cfd-94dc-83adbd81b386,e681e47c-8ef2-49b6-9119-70a67b52424e,2021-06-16 20:10:55,qlevine,
fbf20982-1f1e-475e-a640-84f2a66f23b3,f754bc4a-0ba7-4856-bbf1-d75760a610bb,2015-12-16 17:43:30,smithnathan,
2042858d-867c-4db7-969c-0721da35512c,019e1870-33ff-4b2c-8937-a6eca4c0403c,2021-01-09 19:27:43,,"x7753,x6431"
ae5d270b-bff6-4825-be94-a1b5732baae3,7686e0ad-cf7b-4147-a937-c796c4426dcd,2014-02-20 22:56:15,kenneth04,"x884,x3229"
294d12a6-ff91-4b01-9719-a89477eea016,9f0cbecc-489c-4654-b648-beb276dfab84,2017-11-29 04:22:48,,
6abd89b8-4577-4763-9034-31d8ab6764c4,6d7692df-2413-42c3-aa53-ff9ce16cb6f1,2014-06-30 13:41:21,,"x5398,x6055"
e413c971-154d-454f-a8c0-1b523c61cfe2,c7c0e649-0975-454e-a6f0-fb3f9b90dc3f,2015-07-13 19:56:34,,
65577cb4-5c23-457f-b3aa-4f13c37edd1c,d7deccf8-fa0b-49f1-83a6-22260958f74c,2022-04-27 08:08:54,pbailey,
d6a06d3f-ffc1-4545-ac0a-b5b456d255ab,b5cebc1e-066b-4a52-a24d-59649b16e385,2014-06-26 05:55:52,,"x3757,x2630"
dc1ff959-a88a-444e-86fd-8f5c1b6d6830,7dbf53ad-57e1-437c-979e-350abb0105dd,2014-08-02 16:56:47,pattersonjoshua,"x4974,x1582"
601e4d31-4060-4a0c-bdd4-1d70c291a3b4,4c27ef2f-c74c-48c9-8ff7-0b483e196cdf,2020-09-26 06:27:32,thomasryan,
8d99cefd-4b75-4935-944f-02fff282269c,8f9da7f1-ecef-4454-99a8-e1069b168839,2013-07-22 21:10:38,amartin,
27b4fb96-b655-4812-8d11-0e2c077d9700,bc4620b8-3460-4f3c-80a5-e473007ee712,2017-08-05 23:16:31,heather20,
6dfddf78-8306-455b-b030-6f536624d108,92165fb7-5524-47ea-87c5-42fbbcf27802,2020-09-04 17:02:59,,
66c72119-7acd-4785-ad9a-17c4740bfa7c,95464bd3-904f-4bd2-b52e-6ea4c94bf7b3,2020-06-18 11:07:13,bradleyjennifer,"x3610,x2490"
3a99c5ba-a859-482b-8f5f-6681e49c69a1,0a38bf29-26c0-4885-898b-e7c803e17584,2012-06-16 16:41:06,,"x7119,x1580"
9ff89fed-1db5-4844-acbc-2a506a8d74b5,16491771-4236-48a5-acc9-6a47a4f996a3,2018-06-12 21:22:09,,"x9507,x9571"
04231d83-eb5b-4695-b40a-15ca47c10654,4dc71456-38f8-4388-9de4-6c311183846e,2021-08-29 06:55:42,,"x2226,x8105"
46d5ce7e-98af-4fba-a9e5-851ad9bc389b,f4ac42aa-6505-4b07-94e5-1c9d49ae6989,2013-12-27 06:58:53,crystalgreen,
0d58c0bb-d50a-4f60-8f00-81543c361e28,ed5b76fe-d2c9-46bf-a68c-f1094802e478,2019-04-12 16:35:50,rcannon,"x8816,x3634"
a25c6778-805c-406c-812e-dc75dcaf231e,03172d98-da03-45d1-b0e9-1077ccf9ed7c,2016-08-30 03:43:05,schmidtashley,
a8de06bd-9272-48f9-8a31-97e1894d123d,39d6be27-ab54-495c-9d02-60e5cb693cdc,2017-10-01 01:43:27,,
b51f4b86-15c8-42fb-88f4-687b5b04a9a5,92d73716-900b-4476-b3b3-91d5c171f544,2021-07-05 11:58:02,tonya35,
91a7da99-0af9-412e-8ffb-979a6b598651,e0e1157e-8eb6-4515-8aea-674b3b489978,2019-08-03 20:36:27,michaelcopeland,
8b54ff07-f304-4899-8ab9-5cb416bf1485,522854bb-e7c5-4c01-8aa5-ff6aee50c1a8,2019-03-27 17:00:19,,"x637,x8444"
70cb4059-5a28-4b28-95b4-00fb7d76d84f,e532b5c6-a34c-486b-97ea-98bb28bc1b94,2017-05-21 19:59:59,,
2bdd758c-6de4-4a39-aab6-5e6aca64df49,750c555a-b37a-4018-97b7-f67e2359aea4,2017-03-28 14:09:07,,
398fe553-4a96-484c-b2ab-e87b0d8a2ea6,5f9fe3d3-51db-4a2f-a44e-cd3039b7c1eb,2021-07-29 07:00:57,,
5edb8eea-6b12-4a1a-a5f0-5918e975a451,2eaf251b-5eba-45bb-9203-31c3b6bd0b9c,2016-02-22 08:09:00,johnsoncharles,
8ba285e3-401e-44c8-8865-b81b8ad35300,d6c93cd4-e8ca-4102-9a40-e5fc5ab021e3,2021-10-09 15:07:24,sandersphillip,"x3395,x4446"
15d00f59-b588-4c78-963a-d151c2f4fe0a,4ffa8ef6-10b6-4ce3-893e-a7275056ce78,2013-10-17 17:27:57,janeprince,
2caa3d56-a590-4072-a75d-9f453b1a04ed,0c9292bd-7336-462f-99bf-1247b7eb426c,2012-12-16 05:51:11,qalexander,"x673,x8254"
643b75b2-dba6-4efa-abd8-72a57e5cebf0,f5e5d935-035b-42af-bdb7-bbb90c0466b8,2022-04-23 19:04:06,,"x1913,x5701"
36eacc80-f079-42c9-974c-5ac9e2fd4edd,cadd008b-f104-4e1d-89ef-8d5e275ebd40,2014-07-03 14:41:34,,
e167cefd-308b-48f1-9f9f-4eda86b84008,1cc432ae-d36a-483f-a2c9-c6a8ca04320a,2014-11-04 09:41:57,twest,
7aa14a80-fe00-41a0-b83d-64ac6370595c,640f7f7c-bfe1-47bd-a1f2-da34c6a6fb0e,2021-04-24 12:21:09,,
be55ad04-5a1e-4b06-93f6-fb12ed5c9ec4,79f328a2-98cb-4f5c-a955-6dc81911238f,2017-03-25 01:15:34,,
6910de0c-b3e2-4b23-bcb0-6bbb03077786,8044cf8f-a085-43e5-9cf2-391b69bb09c6,2014-09-07 01:30:53,,"x2598,x5655"
32fadc7b-68f0-4478-8858-c6086c8482bf,e25433be-b5ad-499e-b3c7-c3d7e3c9838c,2022-03-26 10:30:11,,
8b9d9aba-9636-4e37-851a-e311de0a3dd3,f97a852f-0e20-435c-913e-6a4b79742f7e,2020-05-21 08:08:17,,"x5401,x8231"
1960fd4d-2579-4693-bbf4-678128ac2399,d0663917-33e8-427b-a304-1013a7d56d6a,2018-01-16 19:38:09,rachel12,"x9800,x5489"
1d093cd6-78da-4763-af75-c8f849c5e440,a48ac4f4-fd00-422f-b3b2-50db6a3c3d84,2018-08-16 14:51:20,,"x5636,x4227"
340e13da-55f6-4d0d-8b67-470f0f461785,79e02b18-9c02-4a7f-853b-94b7d033e7b0,2022-02-16 17:41:14,,
232c0251-bb88-4beb-9bd6-456f180e75d6,be523912-ca90-49e0-a172-fc66d660aac1,2016-10-18 13:26:26,monicabrock,
0f537282-e4ce-415f-84a5-29aa071e7785,b1180a0d-a5d5-41d2-8c97-c651a35e173d,2021-11-30 23:23:10,,
87fa1e38-e4b3-403a-a1d7-5e83149d6db2,87f6baf2-e4f3-4661-8c33-bd1a55dd9fec,2014-02-23 06:43:44,collinselizabeth,"x7283,x6688"
71419e1e-9860-496f-b68f-ea4beaad262d,e7e9bd30-5849-4a9c-9cec-6d8bf0266fcf,2016-09-29 08:29:30,nelsonnoah,
2bb1fc5e-db76-4cb8-a07e-dbe419fb9cb8,c0e30244-239e-4efe-a996-82e17f7d8d31,2021-03-31 17:46:46,gromero,"x4472,x5724"
