session_id,client_ip,client_platform,canonical_url,domain_name,app_id,device_id,events,start_timestamp,start_event,end_timestamp,end_event,session_duration_sec,user-agent
b43b7ffd-d516-4fd1-9571-3debf041ca50,219.220.154.105,mobile,http://williams-ray.com/,gonzales.com,health_services,9F50DF764F3622AA,20,2020-02-05 07:32:03,ProductView,2020-02-05 07:37:31,ProductView,328,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3; rv:1.9.6.20) Gecko/6415-04-01 06:40:59 Firefox/3.8
4bd9563f-97a6-494d-9bda-2c291089f6f3,98.127.219.132,mobile,https://www.acosta.info/,henry.com,ecommerce,1B7DCEFDF3C924A0,2,2016-09-07 05:24:24,SingUp,2016-09-07 05:38:10,Search,826,Opera/9.83.(X11; Linux x86_64; bho-IN) Presto/2.9.184 Version/12.00
c51e5b04-4e38-4907-acf4-11d54a2bca58,47.192.80.12,mobile,http://www.bass.info/,lee.com,health_services,CFCCA7F412D4AB27,6,2020-02-05 18:36:05,Search,2020-02-05 18:52:17,SingIn,972,Opera/9.76.(X11; Linux x86_64; sa-IN) Presto/2.9.180 Version/10.00
a41ab045-621b-44eb-b22e-098c7cc103cf,49.27.62.61,mobile,https://morrow.com/,sims.com,health_providers,96FE5B9A6196F2A2,23,2012-12-22 19:06:32,DiscardCard,2012-12-22 19:12:00,PageView,328,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.32.6 (KHTML, like Gecko) Version/4.1 Safari/531.32.6"
dbdf830b-f67e-4b12-90f8-be1b6c81f6f4,147.193.222.203,mobile,https://warren.org/,shepherd-cain.net,health_services,0FD1B2622327CF6A,27,2013-04-21 06:49:43,CompareProducts,2013-04-21 07:10:27,SingUp,1244,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0; rv:1.9.6.20) Gecko/7244-10-28 04:24:38 Firefox/3.8
a3833084-33e0-488d-bf45-84e7f6ab9585,218.209.251.202,web,http://www.lee-nguyen.com/,garcia.biz,health_services,,7,2016-09-11 22:27:39,SingIn,2016-09-11 22:38:05,SingUp,626,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/5.0)
d0c9356c-409a-4d1f-bcae-91b7f939f0e8,77.8.14.78,web,http://www.barton.com/,simpson.biz,ecommerce,,12,2013-03-29 08:23:56,SingIn,2013-03-29 08:45:12,PageView,1276,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3128-04-15 11:23:16 Firefox/3.6.5
0f3cf614-c28d-452d-9c5a-fbd660833a2b,72.247.68.160,mobile,http://coffey.com/,johnson.org,ecommerce,7AD2C98EDE54F1D8,7,2021-09-28 13:23:17,CompareProducts,2021-09-28 13:44:35,Search,1278,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0)
228eb29f-65eb-4048-b1d6-8ed643343c7d,203.11.24.232,web,https://www.gregory.biz/,kidd.net,health_services,,9,2012-12-11 19:32:33,SingIn,2012-12-11 19:51:20,Purchase,1127,Opera/9.77.(X11; Linux i686; ha-NG) Presto/2.9.173 Version/11.00
c6827de0-df08-4c69-9e85-bfbbf5cf07f7,176.37.225.97,mobile,http://carey-nelson.com/,little.com,health_services,9E64B2C1011D7AA7,15,2020-03-19 03:47:36,ProductView,2020-03-19 03:50:21,CompareProducts,165,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/37.0.856.0 Safari/534.1"
f9cfc799-94a0-47d4-9f7a-e559469431d7,170.80.83.240,mobile,https://hall.com/,sanchez-cunningham.com,travel,E5C7BA1087463001,3,2019-02-22 16:29:22,PageView,2019-02-22 16:45:44,Search,982,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7 rv:4.0; fur-IT) AppleWebKit/535.45.6 (KHTML, like Gecko) Version/5.1 Safari/535.45.6"
091dc984-8ea0-45ea-b97e-4eb6a65fb36c,134.46.44.116,mobile,https://henderson.com/,morales-peterson.info,health_services,F433BEF7765E0AD9,8,2014-03-06 15:29:48,CompareProducts,2014-03-06 15:34:37,SingUp,289,Opera/9.86.(X11; Linux i686; fo-FO) Presto/2.9.178 Version/12.00
717769de-3b6f-459a-bd0a-7603958e9ab6,213.183.180.67,web,https://frank-fisher.biz/,holmes.com,travel,,12,2017-04-09 03:41:22,DiscardCard,2017-04-09 04:10:45,SingUp,1763,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0)
17a39f87-5f6c-434e-921d-6bfb0e9dbb5e,132.177.37.49,mobile,https://www.flores.net/,rodriguez.com,travel,1000A1EE64CAA3F1,13,2021-05-23 17:17:30,Purchase,2021-05-23 17:25:52,ProductView,502,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9412-01-08 16:38:58 Firefox/3.8
5922b08d-cc5c-406d-8369-ce6f2c46dc75,205.212.74.4,mobile,http://thompson.com/,bowers-nelson.com,travel,2738ADB1AB8E3814,12,2020-07-05 06:02:55,CompareProducts,2020-07-05 06:15:53,CompareProducts,778,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nso-ZA) AppleWebKit/534.23.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B112 Safari/6534.23.3"
47b47942-88a1-4f78-8310-75a8e5ede471,205.59.48.234,web,https://www.nelson-price.net/,moore.com,ecommerce,,3,2017-12-06 02:44:44,ProductView,2017-12-06 03:01:12,Whishlist,988,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; mg-MG) AppleWebKit/531.24.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.24.2"
353a78d2-6848-4366-be15-d741fa09563f,218.241.190.227,web,https://www.lucas-chase.com/,martin.net,health_services,,6,2021-04-04 15:21:53,Whishlist,2021-04-04 15:39:53,Whishlist,1080,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; yue-HK) AppleWebKit/533.14.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6533.14.5"
62a5d0cf-06ce-4100-bdd6-9e3d2e1df09a,203.71.218.48,web,http://crosby-knight.com/,johnson-rodgers.com,travel,,14,2016-07-18 05:36:18,ProductView,2016-07-18 06:01:05,PageView,1487,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0)
3d42abb8-b185-4d36-a376-fb86e544218b,197.213.207.48,mobile,http://www.maldonado-mccarthy.com/,jacobs.com,health_providers,889F2A5070E49757,5,2014-09-14 14:30:02,ProductView,2014-09-14 14:45:02,DiscardCard,900,Mozilla/5.0 (Windows NT 5.0; bem-ZM; rv:1.9.1.20) Gecko/9173-01-19 13:20:51 Firefox/10.0
0cd5002e-cca9-400d-a439-cf6f816c66ab,216.144.162.60,web,http://smith.com/,smith-cunningham.info,health_providers,,25,2020-06-17 20:31:48,Purchase,2020-06-17 20:40:52,Search,544,Mozilla/5.0 (Windows NT 6.0; the-NP; rv:1.9.2.20) Gecko/5355-03-13 11:36:55 Firefox/3.8
0d412591-6a5c-4c64-9a7d-01951993c4fe,213.166.12.6,mobile,http://www.wheeler-singh.biz/,miller-spears.org,health_providers,DD72B3898E2510B2,12,2021-11-15 16:50:42,ProductView,2021-11-15 17:10:59,CompareProducts,1217,"Mozilla/5.0 (Linux; Android 4.3) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/25.0.846.0 Safari/533.2"
7f3cdaad-5ba3-4681-9815-37a33fa3a797,1.63.142.7,mobile,http://reilly.com/,lopez.com,travel,89FAD804A7DD327A,27,2018-02-04 09:21:05,ProductView,2018-02-04 09:33:34,CompareProducts,749,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0)
03d6428e-2417-4774-8a15-2c8af523b854,64.80.8.163,web,https://www.barnes-bailey.com/,tucker.com,health_services,,20,2014-10-06 21:13:43,PageView,2014-10-06 21:36:57,SingIn,1394,Opera/8.57.(X11; Linux i686; uz-UZ) Presto/2.9.162 Version/11.00
76bc5cb0-b710-4bf5-9f2e-5cdd11dfc5a7,223.226.48.190,mobile,http://howard.com/,garcia.biz,travel,B6B6060D7464F6E0,22,2019-05-28 14:53:11,Whishlist,2019-05-28 15:04:00,CompareProducts,649,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0 rv:6.0; tr-CY) AppleWebKit/532.14.3 (KHTML, like Gecko) Version/5.0 Safari/532.14.3"
9e28c7e7-1e20-4d92-a921-c59d899f45b9,214.130.90.36,mobile,https://www.jones-nelson.com/,patterson-martin.com,health_services,A1EE1C30BF0C340B,15,2016-11-28 11:48:36,Whishlist,2016-11-28 11:56:00,PageView,444,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.30.2 (KHTML, like Gecko) Version/5.1 Safari/534.30.2"
35d0eb19-6136-401a-aa0b-346e22e02e94,139.183.136.39,mobile,https://edwards.com/,lee.info,travel,2B930FDF63FE4530,13,2015-12-25 00:00:22,DiscardCard,2015-12-25 00:22:16,Whishlist,1314,Opera/8.85.(Windows NT 4.0; vi-VN) Presto/2.9.189 Version/11.00
1f96bf38-d0a4-467f-ab0a-60063350f20a,165.104.121.250,web,https://baker.com/,lopez.com,health_services,,23,2014-10-22 10:48:20,Search,2014-10-22 11:16:29,Search,1689,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_7; rv:1.9.5.20) Gecko/9857-09-25 17:32:47 Firefox/3.8
cbf7e668-65c0-4485-b133-284e2311ca21,171.154.103.107,mobile,http://www.coleman.com/,black.com,ecommerce,2A94AE7846900A42,21,2018-01-29 19:32:35,Whishlist,2018-01-29 19:38:02,Search,327,Opera/9.80.(Windows 95; oc-FR) Presto/2.9.189 Version/10.00
9290d2c8-8d89-441b-90d4-8f8b5737a049,199.189.207.49,web,https://carr.com/,cox.com,health_providers,,9,2022-04-22 08:34:16,Search,2022-04-22 08:42:42,Purchase,506,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.1)
8e0f7d49-cb3f-49e9-a06d-b8c11e30da0c,197.0.8.221,mobile,http://www.brown-hayes.org/,scott.biz,ecommerce,B3D07BC62B39A111,5,2020-01-26 20:54:04,Whishlist,2020-01-26 21:15:36,DiscardCard,1292,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.43.4 (KHTML, like Gecko) Version/5.0 Safari/533.43.4"
cea2e26f-e70b-4d10-baca-2ceace40c7cd,151.229.205.23,mobile,http://www.barrett.com/,mitchell.com,ecommerce,EF15B9386616E819,12,2022-02-07 14:22:18,PageView,2022-02-07 14:39:22,SingUp,1024,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.0)
37a92788-db7c-44e1-b819-c368836aa1cf,153.8.248.49,mobile,https://www.taylor.org/,robles.com,health_services,B79F1DB8B134EB9E,8,2017-04-26 08:36:25,PageView,2017-04-26 08:52:05,CompareProducts,940,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sw-KE) AppleWebKit/532.30.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.30.5"
d2b4e4dc-71d2-4a60-84c0-bfe6f984b632,144.67.210.245,web,https://johnson-lozano.biz/,robinson-brown.com,travel,,13,2013-01-12 19:01:03,CompareProducts,2013-01-12 19:25:41,PageView,1478,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_0 rv:4.0; kl-GL) AppleWebKit/533.21.7 (KHTML, like Gecko) Version/4.0.5 Safari/533.21.7"
cb3cb2ee-dd7b-4f1d-ac24-c1d6528d630f,174.84.55.20,mobile,https://www.ortega-ramirez.com/,reed-brooks.biz,travel,5E62A2513B57837F,26,2017-11-21 02:58:11,ProductView,2017-11-21 03:17:18,Search,1147,Opera/9.37.(Windows NT 4.0; my-MM) Presto/2.9.177 Version/11.00
f8aa57ed-4350-4d78-8045-47b42ab14c2d,81.219.7.3,web,https://www.young.biz/,johnson.biz,ecommerce,,27,2020-10-04 08:49:57,PageView,2020-10-04 09:06:46,SingUp,1009,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/50.0.854.0 Mobile/34C778 Safari/533.1"
d73ca3fd-1c8c-4957-9ed0-3c7b7d778333,201.129.11.198,mobile,https://morris.org/,thomas.com,travel,126158C54602130E,21,2021-03-18 08:13:42,DiscardCard,2021-03-18 08:28:45,PageView,903,Mozilla/5.0 (Android 3.2.4; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0
925b8602-39c7-48ae-8a60-08dbf889652a,222.40.200.213,web,https://johnson.com/,roberts.com,health_providers,,30,2021-04-20 06:52:41,Purchase,2021-04-20 07:20:10,Purchase,1649,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0)
83fd261b-4267-4c64-872a-2e5949dfee92,213.41.170.184,web,https://www.clark.org/,harris.biz,health_providers,,4,2019-11-12 16:32:44,Purchase,2019-11-12 16:51:49,SingUp,1145,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/14.0.805.0 Safari/536.1"
57557e10-1be2-4a22-b6b8-21398a2596da,215.73.94.244,mobile,https://yoder-macdonald.com/,rodgers-dunn.info,health_services,46DCB99148A3932E,22,2017-12-18 16:23:43,CompareProducts,2017-12-18 16:45:38,Whishlist,1315,Opera/9.38.(Windows NT 5.0; tcy-IN) Presto/2.9.177 Version/11.00
6c8b817e-52b6-49fc-99cf-3b66ab85b89d,192.11.185.151,mobile,https://miller.com/,phillips.com,health_providers,4B5DB041414470BA,8,2019-04-09 05:26:22,SingIn,2019-04-09 05:31:12,PageView,290,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2 rv:3.0; ky-KG) AppleWebKit/531.8.5 (KHTML, like Gecko) Version/5.0.5 Safari/531.8.5"
aaa46cf7-2ef7-4d2b-a244-b688f9b9f99b,50.34.86.20,mobile,http://jackson.com/,morris.biz,health_services,A50DD8A4374C59FD,14,2017-11-28 17:13:42,SingIn,2017-11-28 17:38:55,SingUp,1513,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/39.0.866.0 Safari/536.2"
3bf079db-63be-4b81-a359-20e7a99c4bc9,210.144.2.123,mobile,https://skinner.com/,bailey-nelson.com,health_services,48DCFE8753DB2204,28,2012-07-09 19:01:48,CompareProducts,2012-07-09 19:09:36,SingIn,468,Opera/8.74.(Windows CE; mag-IN) Presto/2.9.174 Version/10.00
f4baf64c-bf97-4125-a563-081193db882c,211.190.36.28,mobile,https://henry.com/,williamson.net,ecommerce,9F62665F0BB06DA7,30,2018-08-16 13:54:26,Purchase,2018-08-16 14:07:20,Purchase,774,Opera/9.72.(X11; Linux i686; nhn-MX) Presto/2.9.171 Version/10.00
be825817-2ee6-4931-82a3-43de531facfe,211.215.216.254,mobile,https://www.evans-greene.com/,wood.info,health_providers,C7049C8C89F965E0,16,2020-04-18 11:04:02,Search,2020-04-18 11:22:27,SingUp,1105,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1)
778ec67f-ea11-400d-94b3-a209f1be6712,197.49.1.154,mobile,http://garza.com/,dennis.com,health_providers,AEDBD1FCB527FCBF,24,2016-03-31 00:20:48,ProductView,2016-03-31 00:30:51,Whishlist,603,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0)
0d2ee6fe-4660-42a5-b283-b155f4afd56b,194.26.215.52,mobile,http://www.foley.com/,massey-hill.biz,ecommerce,FF8711E0EE59FA92,25,2018-07-17 17:56:20,ProductView,2018-07-17 17:58:12,ProductView,112,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; quz-PE) AppleWebKit/531.26.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.26.2"
