cookie_id,session_id,last_action,user_name,conversion_id,session_duration_sec
60050589-58ee-4fc2-bc9f-5427b9baff2b,e92e6c91-e9a9-4aa9-9ed6-78d3186a11de,2015-07-04 11:33:58,tiffanystanley,,1394
cc9d760a-b8ce-4755-a902-22feaf342cbc,efb78f5f-2052-4768-943c-c5388568d3c2,2018-12-24 17:11:59,,"x9211,x6239",1016
e381a958-8c46-48bb-827e-5a762b3b2e3d,bda3c805-a0cd-42be-b53d-eba32cdee5f9,2019-07-31 22:55:37,,,1576
23571467-7f44-4226-89f4-16afc9658e38,bbd0560c-736e-4a62-86e5-d134dc1bb369,2014-06-10 06:31:41,,"x4827,x70",869
3abe8695-edd1-43b8-b1ec-feef63b57836,b12fbc92-84eb-4853-bc45-15016aef0b44,2012-08-07 22:24:19,hudsonmario,"x539,x8216",1495
e7eb64ea-0000-4ba6-8a65-b752317198af,a7bc255a-3d3d-4692-b5d2-6d3166400cfb,2013-09-12 03:27:20,hartcathy,,1463
d83a2683-c260-4998-bece-b43f69ae3407,8035d9d0-5033-4401-a75f-8d94a7d56562,2015-05-25 10:19:06,knightangela,"x4736,x2984",1220
55fe24b8-e12b-46b8-9275-71875cc01f1e,a9e189f4-dd53-4ad7-8bd2-4df79f54ec6d,2018-09-17 10:26:35,,"x6007,x9881",731
4a820a28-62c7-40f3-9f73-d455b88b7b09,787b7ad0-bfca-4b36-a3d9-ab4834a7837f,2016-07-17 10:22:05,,,558
2c3c9f7b-53b3-4bcf-a5ca-24d66a6c263f,8e54dde0-cb22-466b-b2b2-88af79e42293,2022-05-12 09:05:58,candace27,,1173
0c657fe0-e0b0-4d72-a4f0-a5a6830ee8c2,a1dba577-5d78-41ce-982a-17d1299c8960,2016-12-15 19:41:04,xmueller,"x9838,x7702",402
6f1004da-76b9-4c5d-bb69-c6d360c68a33,389f4eb8-08fb-42de-8b68-1dfe5a904319,2021-04-25 11:26:15,,,715
28be42b9-9911-433b-81a6-a0068dcd5f9b,7466988b-2bb9-429f-aadf-669950301148,2019-06-05 09:21:11,,,253
a672cef0-2bb7-4b53-b3b2-e399cfad92ab,9d203141-54df-4bb7-96ca-2b58d54f1d9d,2019-05-25 08:33:12,leon71,"x7055,x9000",1760
f7dbfde3-abde-4ebc-9cf4-fa0069f30f2e,4b5ab4c4-0e15-4cdb-838e-c045cda9cb76,2021-02-09 00:30:07,,,1192
711f514f-1de8-4145-ad81-7d9d7740bd6c,acf69401-0420-42b1-b5de-6354d4f08417,2021-04-09 18:07:05,,"x7862,x5370",103
2477a6e0-c246-40ba-ae9f-b2aef87cf0a4,ec1604ed-94f1-4d65-9c07-f99e8ff00a5a,2018-10-06 22:50:34,,"x2129,x1407",169
ab66911a-17d8-4396-bd96-e34859c69bda,f58a7588-cda0-48bb-b4b7-14106a00d0ca,2014-11-29 03:01:01,lalexander,"x8630,x1105",71
ee5a193a-cf9b-459c-a18d-a1bdffeeddbc,44753d2f-86f5-4def-ac01-ec5c84a8c991,2021-03-27 09:34:13,,"x5085,x7629",1164
0bb72241-8259-4d8b-8ae1-56d3add1b311,11de7b19-fd34-466f-91a5-4ddef41792d8,2015-07-10 18:14:40,sonya24,,1089
42a74563-84ed-4201-9321-f12d2d17b67b,33136e69-0b89-49b5-8cef-c441a7c29ccf,2013-06-12 03:49:07,,,987
5c939168-84d7-496f-ae68-9da8643a315f,95345173-dd6a-4f56-abe9-ac2acbf0c514,2014-02-21 15:05:32,,"x5473,x8376",988
60762014-6cda-40ba-9ed1-cd67471ac409,ee81ffdf-86ab-4f0a-b7a8-8503d7248226,2016-10-24 19:55:15,,"x4788,x6776",1330
5baddd0e-fd35-41e7-a592-fd1e633bc284,4ef858e1-a682-475e-8e93-c1bc6bae5af9,2017-08-29 17:29:57,,,1737
f91526df-a2fa-412c-a903-540185c06baa,45863d2e-9b2e-4d2c-b9fa-e85ddd859433,2019-09-11 04:25:11,wesleyhaley,,372
07203e5e-5f39-476d-a79d-aeda05f8c412,642706b0-7f30-4a80-87dc-2a50bcdffc6b,2014-05-14 13:36:18,cassandrahubbard,"x5619,x1921",961
1cfca113-802e-4428-9e44-22dccf7b10e5,819fe701-848e-4976-a0c4-b28bd6d0981c,2015-04-29 07:23:36,,,294
f42ee2cd-d880-4c42-98fc-626d3cd806e0,c96245cb-575b-4d5a-a032-67bd0afedca1,2018-06-13 21:06:26,,"x8929,x2399",1071
b190882b-e40e-44be-b6c1-9b3cc6b98b4b,24e86831-a204-4bfb-baca-1933c5ad4d96,2013-03-11 20:22:52,,"x1930,x4009",532
18574359-ec9e-4d21-bb8e-418dcc211c83,6d0d554f-bc1c-4b32-93c0-3311fd98b649,2021-03-17 05:03:05,mcdonaldcurtis,"x7614,x467",262
aa215fd4-deb9-4f4b-b5b5-30a71587a0fd,9971370e-0bdc-44d4-9afc-27da5e31c65f,2020-04-12 14:45:34,hunterhaley,,1655
ab4c2ae6-d9a4-4bb8-8c63-e171a069cdf2,1ddcc124-3009-4015-a815-bbdef487ade4,2013-02-02 03:53:43,,,245
597e0401-85c3-457c-a72c-d3bfc235114e,402a4231-45fd-42bc-9a02-7b91de97b21e,2020-02-04 22:27:05,mromero,"x4679,x4689",1177
842eb5d3-3166-4cc4-b315-dda36b669fb5,c8dd12fc-2f5a-4f71-9de1-aaa00a806bd1,2019-07-02 04:23:33,wallacecaitlin,"x1090,x8789",781
ebfb935b-8c13-4c1e-babc-c6af26bc3a49,dd3c6b91-a5ee-4a9e-8037-20bba0f0a6b6,2017-02-10 10:42:16,jenniferflores,"x1598,x602",529
c0852e58-eb7b-427f-930a-41e31e51437f,c2b87cc9-a4ae-4a14-b563-e67e52088f1b,2015-01-09 06:39:32,,,1088
2742e5ae-db05-4e6d-9a9e-90b4d336cf77,517aa428-3b65-48d8-aacf-e226f6b3376b,2019-02-02 08:33:06,,,794
37a8bae1-7164-4464-8314-3e6417873505,c9353eae-1f04-4396-869b-11c1a05fb088,2016-10-11 04:47:05,alyssacoleman,,253
c5aa9145-ce85-4619-9d38-db4925773576,5a5cb147-1102-46ea-9767-1752f884f78d,2015-12-12 05:04:20,,,239
ac7425eb-9efc-4ef7-a8b2-68ee6ff71608,4787b872-dcf5-4a58-b17b-f8cfa317cc76,2018-10-17 22:02:34,huangnancy,,981
0e53f477-7aca-4c5b-a771-45b58e434ce9,c8ffc404-2df7-4432-9ce5-74c09a9fd590,2015-12-29 03:49:55,parkerjonathan,"x1031,x3396",231
c9a41364-4fad-4a9f-91e1-1f5e0936cde8,6620096e-40f1-47ac-9e5f-b03feeddbf23,2013-12-20 08:55:29,,,1187
47c8fdd8-910e-41a0-acc1-0bc618e82b45,e6e9a1b4-875d-4304-912d-006a8629d0b5,2021-08-13 14:57:26,,"x8079,x1157",968
3b2d4916-c980-496b-821c-42a2d07bfcd1,fdad0e7c-cff4-4a0f-b839-ffaa7c102f7a,2016-11-04 18:17:05,oconnorlindsey,,1676
8238f28f-55dd-4d0e-b39b-6af414d9736c,1cf370b1-47b2-40c7-9a4c-8065e4e678fa,2021-07-17 13:03:45,thomasmurphy,,652
a2005d30-cd45-4275-812c-fd11b90a9cc2,52c86790-cfdc-4cae-90d7-08d2ddfc5f1c,2017-03-23 11:25:33,,"x9221,x2538",411
b95e8119-c964-431a-9eb4-40845dcddc82,31198c4e-c511-4caa-8093-df89e4be80ae,2016-08-28 17:14:26,dcarey,"x6754,x8985",1285
130558b3-d1a5-419f-9d7f-9bdc5c28bd7b,413fe4f8-719d-41a6-a492-0395390a1118,2020-07-19 22:57:01,williamjensen,,533
1284011e-104d-498b-b824-22f8a90e0263,ae7ffeab-f3c0-41a1-a071-31a958c3510b,2012-11-07 07:01:17,,,615
b6261bf2-8daa-4565-ada4-5bd0b65b0310,76824ddd-f12a-41d6-aa7d-75364e029edd,2021-11-27 22:00:49,geoffrey79,"x2070,x3491",1419
390769f2-9c9a-4b9b-b7f9-35e3ba7ca911,fb111a29-56b1-4c94-8d48-d556fa758a00,2014-11-21 16:23:33,alexandra87,,1573
59a3afb2-6170-451d-8681-5056b8716acc,75eb780f-dd5f-4d23-9aa6-c5fbc04690d7,2017-10-10 21:44:18,,,592
93e00b51-c7fa-4f93-bb8b-2aba3a195fa3,32441d24-7917-4055-b679-5ce5fcdbe3a2,2016-06-05 08:11:59,,"x8956,x9281",50
9e5a5b1e-7684-4603-b46d-b56218d0c092,37802073-d335-42ce-85b2-ade1803cb9ab,2020-04-30 21:30:35,leahcantu,,820
9eca4d95-460f-49f8-b592-47db78f299be,b7aa643b-7707-4943-b06a-e4a839b62f17,2021-06-20 04:01:12,,"x3397,x8378",212
3d53a04e-cdde-4c47-8990-5a03b0106a21,03398e24-2715-4597-87bc-03050a4e7d3a,2021-11-17 09:59:22,,,1018
ba044c79-21a4-4ef0-b10a-8bbd828016dd,dcb6f4ca-a7ea-47b4-99b1-923e771a0803,2017-10-19 02:13:15,,"x2520,x1953",984
832c133b-584a-482c-a75e-f1a35440e02f,722468c7-6633-4c15-b7e5-c8b1d0a248fb,2021-10-21 18:31:17,,"x2901,x4864",794
fa288e83-e690-4718-9d10-709f3fd4ab30,34280f79-39f4-4728-9db8-9ff284280646,2016-03-02 21:59:30,marysawyer,,662
5025e78b-a8ba-44ba-9b71-d54a0cf61f76,666345fc-fd77-4d4c-9c2f-b4066a3b01c6,2017-09-25 18:17:48,alan41,"x8950,x1016",979
82cbd813-adb0-4dfe-b232-8fe538876bef,038b9d96-ded3-46f9-8c8f-d4c23359626e,2020-02-11 04:24:20,,,482
3c8fd806-f4a9-4437-b58b-a1581f048c78,eb153088-8544-401e-aab1-c707c370dbcc,2014-09-11 19:16:19,,,794
f44666b3-f374-4c15-8a7c-afcdc9cb9897,274418a8-0897-4721-93b9-7c9b1d13900e,2014-12-05 16:31:13,,,1719
42d22dd4-0c79-4418-83f0-3a540fb9b449,856b3af5-46b6-4c32-93d8-21eb59f78a10,2019-01-09 00:11:45,jasminesmith,"x7651,x7117",83
937dd2cc-6fe9-4680-8440-906f57bd8d21,89f6904e-7764-4d8b-95fb-94df0789ef72,2019-03-06 20:34:49,,"x366,x3769",1669
af338d62-68ae-4bb7-b4d2-753e941d6c29,95ef8d69-b22c-438d-ac21-e595e4c10282,2018-03-03 18:19:57,sara28,"x4501,x3755",796
6dd646ee-ddc7-4fac-ab53-40716336ec01,43591723-e027-4966-b56f-649894f26d8a,2017-07-22 09:28:31,joycepalmer,,1537
35f7e6b2-57da-43e7-9d65-5e98101d1a8e,076cf172-0dd9-4849-ade4-bad05f6f3441,2021-03-14 13:52:17,,,1374
973f97aa-c319-4eab-bf2d-714c93de3be8,ce89ec4c-1e46-44d9-a769-fddb7199cbba,2016-05-02 13:10:17,tbaldwin,,208
cf28db67-dd01-4f92-bf9a-0263a40addbd,2111df7b-fe31-4d8e-9fa8-5bb266a933ef,2021-03-23 20:31:55,kristen14,,863
cc2c73d8-a983-42c3-93f7-2d8acc9a4fb2,0cea03e6-5f81-4e18-b9aa-9fd1f6b92f73,2017-12-11 15:17:37,adriana70,,1370
8faa63f5-28d5-40fb-abbe-75eb96ee98d3,5dbbbb7e-83f8-4c0e-a6e5-cb06f7680160,2021-07-03 07:31:20,reginamiller,"x2283,x8540",1256
36e0ed39-9530-49c0-ae7b-0d25b621d554,c970db10-aaba-46f1-9b4a-cc63963a41b6,2020-11-08 00:43:01,,,218
74c52e07-9cd1-4b1c-bc13-74b0ff59cb54,10ba7ad9-3202-41dc-afa6-a9c9a10b1e7b,2016-06-12 02:27:52,,"x4831,x5841",453
ccefbb95-ba60-4b8a-8dc1-f289c54021c9,8cff51a7-47c6-4323-b1a1-74223c2bad92,2017-03-01 10:51:58,,,715
73579101-e247-4c43-949d-594485e0adb5,babb78c9-edeb-4efa-9cb4-dc3fcb3fd0a5,2020-07-19 14:50:05,jpierce,"x1718,x8583",195
ccb7cc50-90d8-4126-a203-d19b8600d653,55e08239-6943-4bdf-8a46-b9ed84d9ecfe,2013-03-15 04:15:36,,"x2427,x2894",1074
adea83ca-9538-433f-8f9a-304ed41dbe33,d154aaf5-b158-44dd-bce5-8b9e2b403d87,2020-04-07 22:48:44,,,469
f4872608-220d-4f17-b769-17125b26f178,ebfbabb4-5fab-4264-9a4d-84b108604293,2020-12-02 21:02:51,shannonmartinez,"x7234,x8335",145
b6767519-b3f9-4994-a9ae-f36236c1724c,3d1a4224-cf6b-4db4-b19a-ba0ab2e47c8c,2019-02-26 05:12:43,gabrielawolf,"x9242,x2155",1173
555eaad6-83b2-4881-a93b-5f53f76ec3d9,35486fb0-aa66-4e43-8f8d-484592409038,2018-07-10 10:05:39,hamptonapril,,288
d2d96062-eecf-4930-9d3f-1d22f3975574,f8058ded-81c4-4da8-9cbe-54da6ee50fc6,2022-01-04 20:43:55,,,1251
cc752493-dc19-413e-9cee-8638e88ed057,2c32a24f-ba49-43ef-bf3f-79d8f4dbaf5e,2014-12-27 08:13:02,beverly63,,283
7e0ddf1d-273b-4b41-ae1c-d7ecf88acaa6,6bc52149-15ae-4cc5-8fff-ee52d5edcc32,2016-08-21 05:12:17,jacobsamanda,,1616
1bf60749-fcd7-47f1-a5f3-4d92b3bed735,14c2d067-3cb9-47c2-872d-7d8764acced4,2018-01-26 13:15:02,,"x1694,x6879",986
033d2e30-dc36-4549-b52e-0a5f8cabbb1f,39813c8c-36d1-4491-a2f7-59b2b286ec83,2020-06-06 20:57:21,,,340
46cbb84a-7560-47e4-8278-0f2f6bd67ffe,f6812f8e-a87d-4c7e-990b-fd58f87a81e9,2013-11-29 17:13:17,rebeccacuevas,"x9495,x6514",1118
2e1baced-9cce-43f1-8e1b-853bd83c5cd5,2931f56a-8ed1-4e78-803c-13f2f480eb75,2021-03-19 03:16:30,gracebriggs,"x6969,x2782",1514
51cedb7d-f660-4a1e-bb76-d59f97d00e34,313c3b07-1056-4e92-9b24-4c3404c6bd53,2017-09-02 14:15:03,,,1262
d4d7cd3d-6d9e-4b98-a898-e675180d316d,ca19d8cf-9fb5-4d78-8e23-9d2174acd639,2022-01-02 05:05:32,,"x3987,x6558",1366
ab4df385-4a42-44fe-bfc9-eeff9e1ffecc,739e66b5-2c7d-4841-b4d0-a1ab0d8cbff2,2012-12-01 03:47:09,jeffharris,"x764,x9090",1415
07900716-36c9-448d-ac68-9d28aaf5f4ee,e21f0c0d-7c98-43c7-b339-fdf58242906e,2018-07-15 07:05:25,,"x7672,x6176",1221
d42ca9c8-204d-4962-96b9-d2f0f2c2a90b,35b0a8da-ad25-4352-b978-7086bb05ba5d,2019-05-04 10:11:31,,,1106
2dc8776a-e7a5-4586-be7d-38dff2eba6e4,8eeff84a-1193-488b-8a87-817e142cffeb,2022-03-08 23:58:05,steven02,"x3340,x7676",622
d29b036f-643b-4909-adab-2307d60c29d2,bc841296-4cd0-4654-b068-6300f319eec6,2019-07-04 22:34:50,lrich,"x4544,x9424",557
7e31495f-2d6a-4eb4-8b4c-c991762ac7b2,3002799e-bc97-4689-b00f-05ad134ee1f1,2016-11-29 21:47:36,,,603
82130a63-47bb-4e52-a3cf-09502d3e99a8,b1db2ae9-7ade-4e37-96a2-078939904f2b,2012-09-29 00:46:53,,,1258
392b5f93-6c4f-4d85-897c-cca0bffda117,9e935aa6-df39-4c73-97e1-feed06340410,2012-08-11 09:52:44,,"x346,x3080",1523
5069f696-41fc-4a5b-a8a2-68b90d14ab7a,23f628be-f2a2-4faa-b0f1-eaa70b28ce6d,2020-01-15 20:23:31,,"x1778,x4391",1542
a81e2089-7cf2-4d63-8133-9676d045cd84,ff6778ab-c67b-4d6c-aafd-75597d68d01f,2015-05-28 06:18:01,,"x2427,x4950",1109
21bedca4-e62c-454d-8e2b-1fdb01d33434,30487200-b739-4e96-8292-17f2ed328f38,2018-08-14 17:40:48,,"x7686,x3041",1404
a70d64fb-5b20-4868-8a68-98ac30a2840e,7e52b04a-84da-4503-9d5d-c3d25dfb0c0a,2019-02-07 18:05:45,,"x951,x9772",1038
c163490b-c637-4d51-b594-4baead7cd155,ee9628c4-b957-404f-8aab-e47ee8f66bf2,2016-10-06 07:42:38,tracylarson,,827
1cee09fb-ae8e-4872-a9ea-a011ecec4842,99418d13-9f93-4c52-acec-cc3bcfe391a4,2019-01-04 00:29:48,bradshawjoseph,"x5196,x9484",515
e9da32bd-6c53-4940-bf02-090717eddf06,3cd55c1b-db0d-444b-b268-128aced591c7,2019-07-08 01:09:54,,"x2773,x4942",995
824f2fd0-2935-430c-9c16-226b1a194216,4f26b8d7-8367-4f1c-b45e-8e3fcbcb8f60,2014-09-21 12:22:48,,"x8544,x4524",1730
8314f7f9-a638-484d-96b0-939abcbc964e,93542efe-7901-468c-8d78-195f5701fa31,2022-02-28 08:06:07,,,625
c59cd68b-d619-4e70-99d8-1e41d8cd03b8,7da57c97-2e37-4ba9-8e4b-835abb8c8d71,2017-10-26 13:37:36,nparker,,1620
401c6fc0-cfc2-40d7-a8c2-478f7ed95e0e,e96df89a-8a43-4ded-8a86-7fbdf7c2116a,2019-07-20 17:26:25,,"x6442,x4563",722
930c93f2-1944-4c8f-80cf-65ade01d8dd5,88ef248d-53d3-426b-ae46-1caba7e05e73,2014-07-16 05:04:10,brownchristina,"x4214,x2520",663
0296eebf-19d5-403a-91ef-3cc3ddc5ccfa,35822a4f-d067-42ee-bbce-f2ffb98c4ff6,2018-02-03 12:30:52,marshallelizabeth,"x8284,x3668",166
e390742c-1718-421d-aef0-d98614180166,3f9f0290-5372-4d40-a02c-10899cd53073,2017-10-22 16:34:15,zzhang,"x112,x9823",615
c3392442-f8fb-444a-8862-cf1fc2e65020,47beda5d-5386-4dd2-bdca-4db7d32b0347,2012-11-29 17:12:09,,"x1684,x870",245
a1417bc5-0692-400d-9df8-9708f6c6df63,394f1b4d-0173-4289-865e-5188de96b9f0,2015-05-05 04:02:21,fishermary,"x9185,x8294",1556
60ab63d2-ef43-4bab-9372-02045187d54f,00a0b823-9c3c-4130-a08e-b45e929d3fe1,2013-07-14 00:27:36,,"x2556,x3375",234
7511945d-4013-4f61-b890-3225f08001a1,30018b62-8f0a-4911-90e1-732420528d11,2018-01-04 06:03:09,,"x7077,x8653",124
2c0febe8-5b1a-4d2c-b19c-faf264d349ac,40e85362-96bd-47b7-94d1-651faa661d64,2020-06-19 09:13:23,,,708
a65eba16-d17d-499b-82b8-a4b5e414bfd5,096ba0e4-b4e7-49b7-96af-002ba94b2313,2018-08-01 17:06:32,beckycarter,"x6163,x6240",771
f443122b-96d3-4cfb-a76e-f2e492647d9c,5b752d77-2f84-438d-b22d-0831c02b51af,2016-05-03 06:37:28,geoffrey76,"x3965,x5594",817
ebdf3359-56ce-4d37-b15e-b9887733ad33,da5f9191-1e2b-47da-b573-93d931e9a585,2014-02-19 18:04:35,,"x2047,x2044",535
6ebf80f0-41c2-4883-8057-f57d7b1174ef,187c2312-7cf6-4dd2-8ac4-8b5483c9031d,2016-04-16 09:05:07,cmitchell,,833
737a86b7-8c48-43c2-ab90-f5a45ab4cd51,3eda5210-050b-49a8-b69c-dcb978c702fa,2015-12-14 08:58:26,jamesgreene,"x6424,x3325",570
2683c89e-82a9-4909-81d4-397f84d960dd,f80a7a17-5d4e-4661-93c7-7ca08f383cba,2014-07-29 04:34:22,brownrodney,"x9661,x4179",1187
2f9c6dd9-1c12-4ddb-9f30-2cad2e8af496,06e03624-4874-4d23-8fcf-8218c5bed9d0,2014-11-25 19:50:39,,,262
905cd7b4-17e9-4ddc-b7e4-44e646acd8e0,db11d097-08f5-4370-ae87-9b6ba4dee39d,2021-10-13 14:03:01,,"x8518,x3625",522
df9f7a94-857c-4783-a441-80389772fc13,e43b4cb4-e523-4191-b7c4-9ef6de6b51af,2018-12-13 10:50:01,,,1761
a2967ad0-541a-4ca1-9b6b-27550d978e85,29432f59-bcd0-4289-b426-1bde0c03f097,2019-05-03 00:45:21,patricia19,,1415
7a03b637-0050-41f8-b623-edb126576a1d,b5db084f-ad4b-4f94-b38c-bdc84554aea8,2016-05-09 07:13:19,,,1373
d4b14672-f582-417f-b31a-5efac472fbdb,d2733152-d5d8-4ddc-ad03-52f4497f30b4,2019-11-07 08:18:51,,,1208
54957302-40a1-483d-9528-199ed1474bda,63b1fd44-5e15-4ffb-8828-09a79b38a0b8,2012-07-12 09:52:33,,"x6921,x1035",771
5f9d35dd-56ec-48f2-8e4b-57afcf7148ee,6e91b1e1-631d-48ad-83aa-ec414d7aecba,2021-11-09 23:16:15,,"x6503,x6439",710
701abe58-335e-416f-abfc-81232f3ef171,dcbc1d80-2a68-4528-9e6d-174d452d04a5,2016-12-25 20:41:16,,"x8011,x3277",273
71d6b910-ba50-480e-944b-cc23c050ceea,0083bc11-ec73-4373-81e0-bab6f6c50bbf,2015-05-19 06:45:24,,"x880,x95",1367
8f7e6b1d-cd32-4e60-b322-b761a5223c29,e66a979b-06dd-4470-8d1c-bce33a542443,2015-06-21 00:34:18,chelsea81,,380
663ef77b-0d62-4e4a-b450-1b70342cb519,00b7dd60-8c17-47ec-96ca-1eab268bb442,2014-10-03 04:19:14,,"x6323,x3421",143
4e0d0d8f-5058-49b9-9d7a-8a622b49b750,a2def759-f7b9-4d4c-b11e-522a35652521,2017-08-15 06:09:56,jay25,"x9284,x230",1588
54a4c8f2-de59-4e33-98c6-c19142587a76,1ec33133-2b85-4f56-bb8a-088b149d2efc,2013-01-27 11:04:46,thomasmorales,"x1826,x3507",336
02b46c85-4de2-4c33-8829-e2db9839c764,7c88558f-fffc-49ec-a81a-34affebd99a2,2014-07-15 13:32:26,,,999
bcde7968-f8c5-4e6c-88ba-7167c3278d4e,7f8de10d-5d16-41da-a1d8-0f21e08186ac,2018-06-24 10:56:38,christopherjones,"x337,x7211",1123
56230ced-63ed-4b32-8a06-ed6bbaf4a418,52451fa4-6404-4bb8-b6d6-17eda01f4b86,2014-12-28 18:14:33,,"x242,x7587",135
9d72846a-9168-46b9-88ec-291b4151558e,e282afaa-dc09-48dc-8acc-509d51de7c7f,2016-10-09 16:04:23,,,1567
1db99cfc-c7cb-47f3-b9e8-a5211c81c7e8,9dd7f0d7-f8cc-4355-a4c7-8840ea68de3a,2018-09-11 21:20:44,robinsonchristopher,"x3996,x5349",543
4fdd3b90-1ed1-4663-bd53-eebfc03a3fbb,be61c536-00ae-4289-a442-54001a81df73,2019-03-11 17:09:18,jperez,,1758
cff1fe8e-1d80-4d12-87e3-48d1b7ce2826,7fee2f9e-530e-4c92-aadc-d0633492602a,2013-01-31 04:02:07,bjacobs,"x1104,x2114",1007
23690178-e4cd-4243-a5cf-ca591d8fdde9,d1177702-01a5-4061-bcbb-6c857a34dfd2,2019-12-24 12:30:52,mcmillaneddie,,1681
74597a3c-0814-492b-84a1-99aaee586d07,6683a04c-6133-4a5f-8625-05db9fdeefa1,2013-12-28 23:25:05,meltonlarry,"x9220,x5458",422
fc7cda1b-f2d2-489c-819b-937b663e6442,36977aaf-b985-4707-a2c0-634777207ac7,2012-10-04 21:07:06,,,827
4dd14896-0adf-4351-8264-8c3e25439e02,d9968bd3-d1e4-48ba-baa6-e18ce91c88eb,2020-12-05 21:55:13,melissa22,,160
3de05512-fa93-4054-b6b7-251149982639,f6e02465-344d-40ee-9d45-8917cfe31a0c,2014-02-20 17:46:01,kimberly80,,964
733897cb-d7d6-4998-8df0-c01d596dc6b0,d0db5334-d312-4cc4-9883-de50eb42d9e0,2013-01-10 16:07:49,tiffanypowell,,1265
